"CAMIS";"DBA";"BORO";"BUILDING";"STREET";"ZIPCODE";"PHONE";"CUISINE DESCRIPTION";"INSPECTION DATE";"ACTION";"VIOLATION CODE";"VIOLATION DESCRIPTION";"CRITICAL FLAG";"SCORE";"GRADE";"GRADE DATE";"RECORD DATE";"INSPECTION TYPE";"Latitude";"Longitude";"Community Board";"Council District";"Census Tract";"BIN";"BBL";"NTA";"Location"
"50179318";"KOSHER BAY 2025 LLC";"Brooklyn";"2";"NEPTUNE AVENUE";"11235";"3475548811";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.58304177681";"-73.95448369601";"315";"48";"061004";"3245439";"3087107501";"BK19";"POINT (-73.954483696012 40.583041776808)"
"40788085";"STUDIO CAFE";"Manhattan";;"CHELSEA PIERS";"10011";"3475540430";"Italian";"02/10/2022";"Violations were cited in the following area(s).";"02B";"Hot food item not held at or above 140º F.";"Critical";"0";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.74799238667";"-74.00849574392";;;;;;;"POINT (-74.008495743918 40.747992386672)"
"50177676";"POPUP BAGELS";"Manhattan";"20";"EAST   16 STREET";"10003";"9787614714";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.73709297842";"-73.99212270031";"105";"02";"005200";"1087303";"1008430022";"MN13";"POINT (-73.992122700309 40.737092978422)"
"50173908";"CHEN PANDA RESTAURANT INC";"Bronx";"3218";"3 AVENUE";"10451";"6463715702";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.82333586747";"-73.90911793904";"203";"17";"014100";"2004372";"2026200014";"BX35";"POINT (-73.909117939035 40.823335867465)"
"50040939";"WASAN BROOKLYN";"Brooklyn";"440";"BERGEN STREET";"11217";"3477253550";"Japanese";"05/10/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Inter-Agency Task Force / Initial Inspection";"40.68133087713";"-73.97666195135";"306";"39";"012902";"3018584";"3009330010";"BK37";"POINT (-73.976661951346 40.681330877126)"
"50163442";"HUDSON";"Queens";;"INTERNATIONAL AIRPORT";;"2018218189";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;;;;;;;;;
"50156714";"SERENITY CAFE";"Brooklyn";"424";"CHURCH AVENUE";"11218";"5169168788";"American";"11/10/2025";"Establishment re-opened by DOHMH.";;;"Not Applicable";"0";;;"12/15/2025";"Pre-permit (Operational) / Reopening Inspection";"40.64410886243";"-73.97628945406";"312";"39";"049400";"3124664";"3053370062";"BK41";"POINT (-73.976289454057 40.644108862432)"
"50163828";"SHAKE SHACK";"Queens";"46-20";"QUEENS BOULEVARD";"11104";"3476583144";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74310821536";"-73.91842303064";"402";"26";"023500";"4001548";"4001520001";"QN31";"POINT (-73.91842303064 40.743108215364)"
"50165166";"PANCA BK";"Manhattan";"593A";"VANDERBILT AVENUE";;"9178253305";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"0";"0";;;;;"1";;
"50175276";"WHOOPIE COMPANY";"Manhattan";"42W";"42 STREET";"10036";"2015460996";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75406823942";"-73.98232117075";"105";"04";"008400";"1085593";"1012570002";"MN17";"POINT (-73.982321170752 40.754068239421)"
"50162799";"MOODY TONGUE PIZZA";"Manhattan";"123";"SAINT MARKS PLACE";"10009";"9739865599";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.72723848768";"-73.98444256796";"103";"02";"003200";"1005882";"1004360036";"MN22";"POINT (-73.984442567962 40.727238487683)"
"50177960";"Chanta Casa De Empanada";"Manhattan";"1";"HERALD SQUARE";"10001";"7867824923";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75054190782";"-73.98754102176";"105";"04";"010900";"1089436";"1008100045";"MN17";"POINT (-73.987541021756 40.750541907818)"
"50172467";"RINCONCITO CHAPIN 2";"Brooklyn";"7317";"13 AVENUE";"11228";"6463420364";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.62130473996";"-74.00636146849";"310";"38";"019800";"3158842";"3062000002";"BK30";"POINT (-74.006361468485 40.621304739955)"
"50140915";"DILLLI BISTRO";"Manhattan";"178";"CHURCH STREET";"10013";"5168498040";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71560148974";"-74.007416622";"101";"01";"003300";"1001604";"1001460027";"MN24";"POINT (-74.007416621995 40.715601489743)"
"50165486";"PAPPARICH";"Manhattan";"123";"LUDLOW STREET";"10002";"3478619730";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71968262951";"-73.98856413571";"103";"01";"001800";"1005313";"1004100018";"MN27";"POINT (-73.988564135711 40.719682629514)"
"50179334";"DOS TOROS TAQUERIA";"Brooklyn";"1";"BOERUM PLACE";"11201";"6466794604";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.69195500673";"-73.98905932876";"302";"33";"003700";"3000417";"3001530003";"BK38";"POINT (-73.989059328758 40.691955006733)"
"50172783";"GO GO CURRY USA INC";"Manhattan";"273";"WEST   38 STREET";"10018";"6464763755";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75430801605";"-73.99066967364";"105";"03";"011300";"1014473";"1007880009";"MN17";"POINT (-73.990669673639 40.754308016051)"
"50177656";"TEA AND MILK";"Manhattan";"151";"WEST   34 STREET";"10001";"917498018";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75050916477";"-73.98947917044";"105";"03";"010900";"1015219";"1008100001";"MN17";"POINT (-73.989479170444 40.750509164767)"
"50175665";"NESPRESSO";"Manhattan";"85";"5 AVENUE";"10003";"2136063473";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.73740865681";"-73.99258094128";"105";"02";"005200";"1016080";"1008440001";"MN13";"POINT (-73.992580941278 40.737408656812)"
"50159793";"FIRE NOODLES INC";"Brooklyn";"772";"49 STREET";"11220";"9177186626";"Chinese";"11/05/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Pre-permit (Operational) / Compliance Inspection";"40.64210756048";"-74.00386996342";"307";"43";"010800";"3329872";"3007860035";"BK34";"POINT (-74.003869963423 40.642107560478)"
"50168118";"GYRO KING";"Brooklyn";"872A";"FLATBUSH AVENUE";"11226";"8453215804";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.650847849";"-73.95884109267";"314";"40";"050801";"3116591";"3050820046";"BK42";"POINT (-73.958841092673 40.650847848999)"
"50173243";"VIRTUAL CRAVINGS";"Brooklyn";"3910";"4 AVENUE";"11232";"9297380347";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.6525019369";"-74.0062995848";"307";"38";"008400";"3010492";"3007080040";"BK32";"POINT (-74.006299584804 40.652501936895)"
"50161653";"YOUR CHOICE HALAL CHICKEN & PIZZA";"Manhattan";"1401";"WHITE PLAINS ROAD";;"3475926737";"Chicken";"02/28/2025";"Violations were cited in the following area(s).";"04A";"Food Protection Certificate (FPC) not held by manager or supervisor of food operations.";"Critical";"32";;;"12/15/2025";"Pre-permit (Operational) / Initial Inspection";"0";"0";;;;;"1";;
"50168006";"BLUEBERRY CAFE";"Queens";"451";"GRANDVIEW AVENUE";"11385";"9175174335";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71055650081";"-73.90910276862";"405";"30";"059500";"4080271";"4033680013";"QN20";"POINT (-73.909102768617 40.710556500806)"
"50137981";"CENTRAL PARK BOATHOUSE CAFE";"Manhattan";"0";"EAST   72 STREET";;"2125172233";"Continental";"04/04/2024";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"12";"A";"04/04/2024";"12/15/2025";"Pre-permit (Operational) / Re-inspection";"0";"0";;;;;"1";;
"50178795";"MERA JFK T8 LLC";"Queens";"8";"CENTRAL TERMINAL AREA";;"7864367737";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"0";"0";;;;;"4";;
"50169666";"BLAZIN TREATZ BRONX LLC";"Bronx";"1219";"JEROME AVENUE";"10452";"7183109492";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.83655326207";"-73.92234472622";"204";"16";"019900";"2003083";"2025060062";"BX26";"POINT (-73.922344726215 40.836553262068)"
"50169472";"LIC KAITEN ZUSHI LLC";"Queens";"42-20";"27 STREET";"11101";"2126859670";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74973105053";"-73.94025754277";"402";"26";"001900";"4617821";"4004230029";"QN31";"POINT (-73.940257542769 40.749731050533)"
"50177029";"HARLEM POKE";"Manhattan";"370";"LENOX AVENUE";"10027";"6463937553";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.81003783495";"-73.94381203453";"110";"09";"020800";"1053712";"1017260069";"MN03";"POINT (-73.943812034529 40.810037834945)"
"50173132";"DORIMOMO INC";"Brooklyn";"1003";"SURF AVENUE";"11224";"3322161777";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.57544565833";"-73.97805618109";"313";"48";"035000";"3346337";"3072680228";"BK23";"POINT (-73.978056181086 40.575445658327)"
"50179301";"PARKVIEW PINE COMMUNITY CENTER INC";"Manhattan";"11";"EAST BROADWAY";"10038";"6469818868";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71342784621";"-73.99753268319";"103";"01";"002700";"1003379";"1002797502";"MN27";"POINT (-73.997532683187 40.713427846211)"
"50151369";"CHIMOLI COCINA";"Bronx";"3398";"EAST TREMONT AVENUE";"10461";"9174201676";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.83336355202";"-73.82842066074";"210";"13";"019400";"2072637";"2053060231";"BX52";"POINT (-73.828420660738 40.83336355202)"
"50122466";"DALI NYC";"Manhattan";"37";"MARKET STREET";"10002";"6465900612";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71246981137";"-73.99439451022";"103";"01";"000800";"1079615";"1002770020";"MN27";"POINT (-73.994394510222 40.712469811365)"
"50174240";"NONNA DORA";"Manhattan";"200";"CHURCH STREET";"10013";"9145480393";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71623556258";"-74.00691527244";"101";"01";"003300";"1001619";"1001477508";"MN24";"POINT (-74.006915272442 40.716235562575)"
"50156295";"THE MERMAID INN";"Manhattan";"335";"COLUMBUS AVENUE";"10023";"9176403667";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7798021422";"-73.97702810391";"107";"06";"016100";"1028789";"1011280061";"MN12";"POINT (-73.977028103914 40.779802142197)"
"41611854";"DUNKIN";"Queens";"80-00";"UTOPIA PARKWAY";"11432";"7189907381";"Donuts";"05/01/2023";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";"A";"05/01/2023";"12/15/2025";"Cycle Inspection / Initial Inspection";"40.7221814301";"-73.79033319313";"408";"24";"126700";"4462481";"4070210001";"QN38";"POINT (-73.790333193132 40.722181430104)"
"50149510";"DBA PARADISE SPORTS BAR";"Queens";"97-15";"37 AVENUE";"11368";"9293286050";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75185200042";"-73.86973392648";"403";"21";"040900";"4435630";"4017380029";"QN26";"POINT (-73.869733926477 40.751852000424)"
"50167854";"H 18 & 8TH LLC";"Manhattan";"161";"8 AVENUE";"10011";"9178551266";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74233848962";"-74.00064957673";"104";"03";"008900";"1013105";"1007420034";"MN13";"POINT (-74.000649576733 40.742338489619)"
"50150870";"JAMBA JUICE TCCD";"Queens";;"TERMINAL C CONCOURSE D";;"2159970667";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;;;;;;;;;
"50179521";"LEGENDS & TIMES INC.";"Queens";"138-12";"NORTHERN BOULEVARD";"11354";"9089416666";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.76401894318";"-73.82765057651";"407";"20";"086500";"4113290";"4050107505";"QN22";"POINT (-73.827650576514 40.76401894318)"
"50167352";"TOFU VILLAGE 156 INC";"Queens";"15616A";"NORTHERN BOULEVARD";"11354";"7187990777";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.76398376438";"-73.80890061466";"407";"20";"117100";;"4";"QN51";"POINT (-73.808900614657 40.763983764376)"
"50136738";"SOUTH PLAZA BAR";"Manhattan";"96";"SOUTH STREET";"10038";"6165531513";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70637377857";"-74.00288183731";"101";"01";"001501";"1000000";"1000730011";"MN25";"POINT (-74.002881837307 40.706373778571)"
"50169872";"VIVE LA CREPE";"Manhattan";"20";"HUDSON YARDS";"10001";"6467251885";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75303757114";"-74.00028152864";"104";"03";"009900";"1088961";"1007027501";"MN13";"POINT (-74.000281528635 40.753037571144)"
"50177728";"THICK & THIN PIZZA CORP";"Brooklyn";"1298";"MYRTLE AVENUE";"11221";"9178628803";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.69816126133";"-73.92443594767";"304";"37";"042100";;"3";"BK78";"POINT (-73.924435947672 40.698161261328)"
"50177237";"WEISSABI 2 LLC";"Brooklyn";"6011";"20 AVENUE";"11204";"3474846089";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.61923957829";"-73.98300899488";"312";"44";"024600";"3132259";"3055210005";"BK88";"POINT (-73.983008994884 40.619239578292)"
"50173743";"AAMA'S KITCHEN";"Queens";"72-19";"ROOSEVELT AVENUE";"11372";"3478089595";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74665848247";"-73.89323869693";"403";"25";"026500";"4314443";"4012830092";"QN50";"POINT (-73.893238696929 40.74665848247)"
"50148985";"HERE ARTS CENTER";"Manhattan";"145";"AVENUE OF THE AMERICAS";"10013";"2126470202";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.72496404411";"-74.00447729861";"102";"03";"003700";"1087061";"1004917502";"MN24";"POINT (-74.004477298609 40.724964044114)"
"50170420";"DARYL ROTH THEATRE";"Manhattan";"101";"EAST   15 STREET";"10003";"2125825472";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.73522633958";"-73.98961871099";"105";"02";"005000";"1017788";"1008710001";"MN21";"POINT (-73.989618710993 40.735226339583)"
"50075461";"POPEYES";"Manhattan";"2300";"ADAM CLAYTON POWELL JR BOULEVARD";;"6463689765";"Chicken";"09/07/2023";"Violations were cited in the following area(s).";"04L";"Evidence of mice or live mice in establishment's food or non-food areas.";"Critical";"45";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"0";"0";;;;;"1";;
"50165726";"COCINA MI ENCANTO MEXA FOOD CORP.";"Staten Island";"30";"GIFFORDS LANE";"10308";"2015893724";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.55168313609";"-74.15053648858";"503";"51";"014604";"5107697";"5054330157";"SI54";"POINT (-74.150536488581 40.551683136086)"
"50108967";"GRILLED!";"Brooklyn";"264";"SUYDAM STREET";"11237";"3477738412";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70225314765";"-73.92357653161";"304";"34";"042900";"3073206";"3032200008";"BK77";"POINT (-73.923576531607 40.702253147645)"
"50148177";"THE ROCK HOUSE BAR & GRILL";"Staten Island";"507";"SEGUINE AVENUE";"10309";"6316456448";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.513729418";"-74.19666417106";"503";"51";"019800";"5082721";"5066660008";"SI01";"POINT (-74.19666417106 40.513729417996)"
"50167025";"MAMA T GORAI";"Manhattan";"1590";"PARK AVENUE";"10029";"9179748134";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.79848794058";"-73.94381820918";"111";"08";"018200";"1088600";"1200929999";"MN34";"POINT (-73.943818209175 40.798487940579)"
"50166169";"TRAZE";"Queens";"21-03";"45 ROAD";"11101";"3475070279";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74660281306";"-73.94748556135";"402";"26";"000700";"4000580";"4000770001";"QN31";"POINT (-73.947485561352 40.746602813056)"
"50100597";"MIRANDA CAFE";"Queens";"51-24B";"NORTHERN BOULEVARD";;"3472079345";"American";"02/13/2025";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"32";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"0";"0";;;;"4519661";"4011920001";;
"50159900";"THE VIEW";"Manhattan";"1535";"BROADWAY";"10036";"8567458329";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75825992874";"-73.98546764747";"105";"03";"011900";"1024727";"1010170029";"MN17";"POINT (-73.985467647469 40.75825992874)"
"50176716";"LAUGHING BUDDHA LLC";"Manhattan";"117";"CHRISTOPHER STREET";"10014";"5512089500";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.73320927647";"-74.00548095196";"102";"03";"007300";"1011149";"1006190044";"MN23";"POINT (-74.005480951961 40.733209276472)"
"50178820";"LA GUALACENA DOS-II CORP";"Brooklyn";"251";"WYCKOFF AVENUE";"11237";"9175868332";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7013820733";"-73.91441693362";"304";"37";"044100";"3075779";"3033110006";"BK77";"POINT (-73.91441693362 40.7013820733)"
"50153126";"GREYZ BISTRO";"Brooklyn";"1171";"SAINT JOHNS PLACE";"11213";"3476782313";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.67105738711";"-73.93964335626";"308";"35";"033900";"3032080";"3012510040";"BK61";"POINT (-73.939643356256 40.671057387109)"
"50177649";"BOLZOT";"Manhattan";"41";"MONROE STREET";"10002";"4153166841";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71156953334";"-73.99452444137";"103";"01";"000800";"1003299";"1002760021";"MN27";"POINT (-73.994524441369 40.711569533339)"
"50178736";"SHINJUKU RAMEN";"Manhattan";"58";"WEST   56 STREET";"10019";"9173882246";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.76303427404";"-73.9762650039";"105";"04";"010400";"1084505";"1012710167";"MN17";"POINT (-73.976265003897 40.76303427404)"
"50151603";"Orchard Beach Grill (section 5)";"Bronx";"1";"ORCHARD BEACH ROAD";"10464";"3472055439";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.86515325279";"-73.80283849787";"228";"13";"050400";"2000000";"2056500001";"BX99";"POINT (-73.80283849787 40.865153252788)"
"50135830";"STUDIO DEM";"Brooklyn";"241";"WYTHE AVENUE";"11249";"3477053234";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71660600997";"-73.96354400877";"301";"34";"055500";"3335747";"3023640001";"BK73";"POINT (-73.963544008773 40.716606009971)"
"50115585";"KISS ENTERTAINMENT";"Queens";"130-35";"91 AVENUE";"11418";"3475645406";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.69834689062";"-73.82006368704";"409";"29";"014202";"4196823";"4093580039";"QN54";"POINT (-73.820063687041 40.698346890621)"
"50111558";"PIER SIDE CAFE";"Manhattan";"1";"INTREPID SQUARE";;"9172843261";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"0";"0";;;;;"1";;
"50166637";"WATERMELON WORLD JUICES";"Manhattan";"1705";"AMSTERDAM AVENUE";"10031";"9293513306";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.82482294675";"-73.94788970187";"109";"07";"022700";"1061300";"1020590032";"MN04";"POINT (-73.947889701872 40.824822946746)"
"50159460";"UPON THE PALACE";"Manhattan";"319";"GREENWICH STREET";"10013";"6464541754";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71719044625";"-74.0107536378";"101";"01";"003900";"1001516";"1001410016";"MN24";"POINT (-74.010753637797 40.71719044625)"
"50142128";"IRVIN'S CORNER";"Brooklyn";"178";"IRVING AVENUE";"11237";"3472081324";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70188251658";"-73.91944023074";"304";"37";"043100";"3074202";"3032580036";"BK77";"POINT (-73.919440230739 40.70188251658)"
"50166606";"PIZZA HUT";"Queens";"57-29";"MYRTLE AVENUE";"11385";"7185938192";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70047246214";"-73.90272226971";"405";"34";"055100";"4082868";"4034660056";"QN20";"POINT (-73.902722269713 40.700472462138)"
"50151609";"Orchard Beach Grill (section 10)";"Bronx";"1";"ORCHARD BEACH ROAD";"10464";"3472055439";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.86515325279";"-73.80283849787";"228";"13";"050400";"2000000";"2056500001";"BX99";"POINT (-73.80283849787 40.865153252788)"
"50162795";"HAPPINESS GRAND SICHUAN HOUSE INC.";"Brooklyn";"8701";"5 AVENUE";"11209";"9172855997";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.62075830667";"-74.02682889502";"310";"43";"016000";"3153772";"3060510009";"BK31";"POINT (-74.02682889502 40.620758306665)"
"50104659";"MULBERRY STREET";"Queens";"1";"CENTRAL TERMINAL";;"7037237264";"American";"07/16/2025";"Violations were cited in the following area(s).";"09E";"Wash hands sign not posted near or above hand washing sink.";"Not Critical";"13";"A";"07/16/2025";"12/15/2025";"Cycle Inspection / Initial Inspection";"0";"0";;;;;"4";;
"50178480";"Frø";"Brooklyn";"185";"VAN DYKE STREET";"11231";"2035223666";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.67695138588";"-74.01662361313";"306";"38";"005300";"3008778";"3005950300";"BK33";"POINT (-74.016623613126 40.676951385882)"
"50179035";"BALKAN KITCHEN";"Queens";"6631";"MYRTLE AVENUE";"11385";"3478560740";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70141888616";"-73.88717309526";"405";"30";"062700";;"4";"QN19";"POINT (-73.887173095257 40.701418886164)"
"50058975";"HOME FRITE";"Brooklyn";"1047";"BEDFORD AVENUE";"11216";"3476273266";"American";"10/05/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Inter-Agency Task Force / Initial Inspection";"40.68813963721";"-73.95485158808";"303";"36";"024300";"3050071";"3017930001";"BK75";"POINT (-73.954851588077 40.688139637211)"
"50174988";"BRICK WINE BAR";"Manhattan";"19";"CLINTON STREET";"10002";"9172800678";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.72073061584";"-73.98422403026";"103";"02";"003001";"1088336";"1003500026";"MN27";"POINT (-73.984224030264 40.720730615844)"
"50158081";"THE OTTER / SLOANE'S / THE ROOFTOP @ THE MANNER";"Manhattan";"58";"THOMPSON STREET";"10012";"9295263330";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7241296768";"-74.00323616952";"102";"01";"004700";"1087362";"1004880003";"MN24";"POINT (-74.003236169522 40.724129676801)"
"50178102";"LATTE DA";"Brooklyn";"280";"86 STREET";"11209";"9172097265";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.62362533041";"-74.03181205557";"310";"47";"006000";"3153433";"3060430038";"BK31";"POINT (-74.031812055566 40.623625330409)"
"40654318";"BATEAUX NEW YORK";"Manhattan";"62";"WEST   23 STREET-CHELSEA PIER";;"2127277735";"American";"03/07/2018";"Violations were cited in the following area(s).";"04L";"Evidence of mice or live mice present in facility's food and/or non-food areas.";"Critical";"11";"A";"03/07/2018";"12/15/2025";"Cycle Inspection / Re-inspection";"0";"0";;;;;"1";;
"50121480";"PICCIOTTO SICILIAN STEER FOOD&CAFE";"Queens";"42-34";"235 STREET";"11363";"7182338213";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.76766199457";"-73.74790016564";"411";"19";"147900";"4168736";"4080990130";"QN45";"POINT (-73.747900165643 40.767661994572)"
"50167057";"BIRDEE";"Brooklyn";"292";"KENT AVENUE";"11249";"9177418393";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71460332461";"-73.96682410087";"301";"33";"055100";"3335796";"3024147503";"BK73";"POINT (-73.966824100866 40.714603324614)"
"50167575";"OZAKA INC";"Queens";"13-46";"127 STREET";"11356";"7189028531";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.78626270123";"-73.84112377645";"407";"19";"094700";"4097123";"4040030074";"QN23";"POINT (-73.841123776452 40.786262701229)"
"50150488";"GONG CHA";"Manhattan";"625";"8 AVENUE";"10018";"8609422931";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75618542308";"-73.99056473379";"104";"03";"011500";"1083268";"1010320029";"MN15";"POINT (-73.990564733785 40.756185423077)"
"41450634";"YUNG HSIN RESTAURANT";"Bronx";;"BEACH AVENUE";;"7184095984";"Chinese";"05/17/2023";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"13";"A";"05/17/2023";"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50166455";"TEXMEX CHICKEN & BURRITO";"Queens";"99";"HILLSIDE AVENUE";"11697";"3479557057";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.56690890219";"-73.89094281781";"414";"32";"091601";"4620161";"4163400050";"QN10";"POINT (-73.89094281781 40.566908902188)"
"50163949";"TASTY BREAD ARTISAN BAKERY INC";"Brooklyn";"109";"MONTROSE AVENUE";"11206";"9179090272";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70712658572";"-73.94535627909";"301";"34";"050500";"3071093";"3030510023";"BK90";"POINT (-73.945356279088 40.707126585719)"
"40399922";"WHITE CASTLE";"Manhattan";;"7 AVENUE";;"2126663556";"Hamburgers";"12/27/2022";"Violations were cited in the following area(s).";"19-10";"Failure to display required signage about plastic straw availability.";"Not Critical";;;;"12/15/2025";"Administrative Miscellaneous / Re-inspection";;;;;;;;;
"50172473";"MEAT UP";"Brooklyn";"22";"OLD FULTON STREET";"11201";"3477548064";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70270389778";"-73.99396975506";"302";"33";"000100";"3000000";"3002010005";"BK09";"POINT (-73.993969755062 40.702703897775)"
"50178593";"GATE GOURMET LOUNGE, INC.";"Queens";"1";"CENTRAL TERMINAL AREA";;"5712267792";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"0";"0";;;;;"4";;
"50105429";"THE EDGE HARLEM KITCHEN";"Manhattan";"1694";"PARK AVENUE";"10035";"9177013662";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.80109176624";"-73.94192694908";"111";"09";"018400";"1053952";"1017450040";"MN34";"POINT (-73.941926949077 40.801091766235)"
"41106233";"ROSA MEXICANO";"Manhattan";"9";"EAST   18 STREET";"10003";"2125333350";"Mexican";"10/18/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Inter-Agency Task Force / Initial Inspection";"40.73823472937";"-73.99115186848";"105";"03";"005200";"1080756";"1008470062";"MN13";"POINT (-73.99115186848 40.738234729365)"
"50086844";"GREAT EAST CHINESE CUISINE";"Queens";"29-30A";"UNION STREET";"11354";"7188862060";"Chinese";"07/20/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Inter-Agency Task Force / Initial Inspection";"40.77145563647";"-73.82658064408";"407";"20";"088901";"4100731";"4043430110";"QN22";"POINT (-73.826580644082 40.77145563647)"
